Local time,Open,High,Low,Close,Volume
19.08.2025 07:49:00.000 GMT+0200,3337.625,3337.998,3337.195,3337.998,29140
19.08.2025 07:50:00.000 GMT+0200,3337.998,3337.998,3337.185,3337.245,17340
19.08.2025 07:51:00.000 GMT+0200,3337.235,3337.465,3336.795,3336.815,14750
19.08.2025 07:52:00.000 GMT+0200,3336.755,3336.755,3336.325,3336.445,11640
19.08.2025 07:53:00.000 GMT+0200,3336.415,3336.745,3335.965,3336.155,13680
19.08.2025 07:54:00.000 GMT+0200,3336.125,3336.935,3336.085,3336.775,12240
19.08.2025 07:55:00.000 GMT+0200,3336.765,3336.875,3336.205,3336.205,10080
19.08.2025 07:56:00.000 GMT+0200,3336.245,3336.685,3335.775,3336.685,11940
19.08.2025 07:57:00.000 GMT+0200,3336.665,3336.665,3336.245,3336.385,8970
19.08.2025 07:58:00.000 GMT+0200,3336.355,3336.455,3335.898,3336.148,17100
19.08.2025 07:59:00.000 GMT+0200,3336.148,3336.148,3335.448,3335.848,14700
19.08.2025 08:00:00.000 GMT+0200,3335.885,3335.998,3334.848,3335.115,33130
19.08.2025 08:01:00.000 GMT+0200,3335.135,3335.735,3335.035,3335.445,17580
19.08.2025 08:02:00.000 GMT+0200,3335.405,3337.375,3335.385,3337.345,21240
19.08.2025 08:03:00.000 GMT+0200,3337.375,3337.915,3337.275,3337.665,15180
19.08.2025 08:04:00.000 GMT+0200,3337.695,3337.865,3337.125,3337.275,10920
19.08.2025 08:05:00.000 GMT+0200,3337.305,3337.865,3337.135,3337.375,11640
19.08.2025 08:06:00.000 GMT+0200,3337.345,3337.475,3337.065,3337.085,5760
19.08.2025 08:07:00.000 GMT+0200,3337.115,3337.435,3337.045,3337.135,8520
19.08.2025 08:08:00.000 GMT+0200,3337.135,3337.795,3336.775,3337.785,7920
19.08.2025 08:09:00.000 GMT+0200,3337.765,3337.875,3337.415,3337.595,7920
19.08.2025 08:10:00.000 GMT+0200,3337.635,3337.845,3337.505,3337.795,5520
19.08.2025 08:11:00.000 GMT+0200,3337.745,3337.875,3337.575,3337.855,7200
19.08.2025 08:12:00.000 GMT+0200,3337.825,3337.845,3337.165,3337.455,5760
19.08.2025 08:13:00.000 GMT+0200,3337.425,3337.485,3337.195,3337.235,4080
19.08.2025 08:14:00.000 GMT+0200,3337.265,3337.275,3336.848,3337.165,5460
19.08.2025 08:15:00.000 GMT+0200,3337.135,3337.415,3337.015,3337.115,4440
19.08.2025 08:16:00.000 GMT+0200,3337.135,3337.135,3336.795,3336.825,7200
19.08.2025 08:17:00.000 GMT+0200,3336.855,3337.175,3336.785,3336.965,6240
19.08.2025 08:18:00.000 GMT+0200,3336.945,3337.015,3336.775,3336.975,4920
19.08.2025 08:19:00.000 GMT+0200,3336.975,3337.805,3336.895,3337.705,9600
19.08.2025 08:20:00.000 GMT+0200,3337.655,3338.205,3337.485,3337.915,6720
19.08.2025 08:21:00.000 GMT+0200,3337.875,3338.598,3337.855,3338.435,10980
19.08.2025 08:22:00.000 GMT+0200,3338.475,3338.545,3336.845,3337.435,21840
19.08.2025 08:23:00.000 GMT+0200,3337.465,3337.625,3336.765,3336.765,15300
19.08.2025 08:24:00.000 GMT+0200,3336.745,3336.745,3336.075,3336.375,7410
19.08.2025 08:25:00.000 GMT+0200,3336.385,3336.585,3336.175,3336.545,7770
19.08.2025 08:26:00.000 GMT+0200,3336.515,3336.885,3336.275,3336.275,8280
19.08.2025 08:27:00.000 GMT+0200,3336.225,3336.535,3335.875,3336.245,10980
19.08.2025 08:28:00.000 GMT+0200,3336.245,3336.485,3335.825,3336.235,10260
19.08.2025 08:29:00.000 GMT+0200,3336.205,3336.505,3335.835,3336.245,9780
19.08.2025 08:30:00.000 GMT+0200,3336.245,3336.345,3335.815,3335.845,10920
19.08.2025 08:31:00.000 GMT+0200,3335.825,3336.185,3335.725,3336.125,12840
19.08.2025 08:32:00.000 GMT+0200,3336.125,3336.995,3336.015,3336.745,17310
19.08.2025 08:33:00.000 GMT+0200,3336.725,3337.015,3336.405,3336.735,12720
19.08.2025 08:34:00.000 GMT+0200,3336.765,3337.305,3336.685,3337.145,8160
19.08.2025 08:35:00.000 GMT+0200,3337.105,3337.198,3336.258,3336.665,13470
19.08.2025 08:36:00.000 GMT+0200,3336.695,3336.695,3336.315,3336.515,10980
19.08.2025 08:37:00.000 GMT+0200,3336.515,3336.555,3336.305,3336.348,17160
19.08.2025 08:38:00.000 GMT+0200,3336.349,3336.448,3335.955,3336.055,11790
19.08.2025 08:39:00.000 GMT+0200,3336.105,3336.485,3335.948,3335.955,13410
19.08.2025 08:40:00.000 GMT+0200,3335.948,3336.055,3335.848,3335.985,15300
19.08.2025 08:41:00.000 GMT+0200,3336.025,3336.248,3334.775,3334.848,27530
19.08.2025 08:42:00.000 GMT+0200,3334.955,3335.509,3334.848,3334.948,40470
19.08.2025 08:43:00.000 GMT+0200,3334.975,3335.048,3334.485,3334.848,25350
19.08.2025 08:44:00.000 GMT+0200,3334.748,3335.398,3334.525,3334.598,32740
19.08.2025 08:45:00.000 GMT+0200,3334.605,3335.155,3334.285,3335.125,19020
19.08.2025 08:46:00.000 GMT+0200,3335.155,3335.605,3335.085,3335.475,16410
19.08.2025 08:47:00.000 GMT+0200,3335.455,3336.065,3335.445,3335.965,14130
19.08.2025 08:48:00.000 GMT+0200,3335.985,3336.095,3335.725,3335.865,12840
19.08.2025 08:49:00.000 GMT+0200,3335.895,3336.448,3335.845,3336.205,13800
19.08.2025 08:50:00.000 GMT+0200,3336.205,3336.395,3336.195,3336.305,13440
19.08.2025 08:51:00.000 GMT+0200,3336.305,3336.548,3336.175,3336.195,12720
19.08.2025 08:52:00.000 GMT+0200,3336.155,3336.585,3336.045,3336.475,8640
19.08.2025 08:53:00.000 GMT+0200,3336.448,3336.685,3335.535,3335.698,10590
19.08.2025 08:54:00.000 GMT+0200,3335.635,3336.698,3335.605,3336.398,30780
19.08.2025 08:55:00.000 GMT+0200,3336.325,3336.498,3336.095,3336.198,22590
19.08.2025 08:56:00.000 GMT+0200,3336.209,3336.598,3335.648,3336.498,20170
19.08.2025 08:57:00.000 GMT+0200,3336.598,3336.698,3335.685,3335.825,17100
19.08.2025 08:58:00.000 GMT+0200,3335.725,3336.025,3335.625,3335.698,23070
19.08.2025 08:59:00.000 GMT+0200,3335.698,3336.098,3335.685,3335.805,21130
19.08.2025 09:00:00.000 GMT+0200,3335.865,3336.598,3335.798,3335.898,15930
19.08.2025 09:01:00.000 GMT+0200,3335.898,3336.035,3335.005,3335.075,19390
19.08.2025 09:02:00.000 GMT+0200,3335.055,3336.705,3334.795,3336.145,24660
19.08.2025 09:03:00.000 GMT+0200,3336.145,3336.498,3336.085,3336.355,15660
19.08.2025 09:04:00.000 GMT+0200,3336.355,3336.715,3336.005,3336.385,13230
19.08.2025 09:05:00.000 GMT+0200,3336.385,3338.355,3336.305,3338.355,20100
19.08.2025 09:06:00.000 GMT+0200,3338.295,3339.798,3338.055,3338.779,33060
19.08.2025 09:07:00.000 GMT+0200,3338.748,3339.948,3338.629,3339.895,31930
19.08.2025 09:08:00.000 GMT+0200,3339.915,3340.525,3339.745,3340.435,27540
19.08.2025 09:09:00.000 GMT+0200,3340.498,3341.185,3340.305,3340.835,23160
19.08.2025 09:10:00.000 GMT+0200,3340.835,3340.925,3339.885,3339.975,21360
19.08.2025 09:11:00.000 GMT+0200,3339.995,3341.195,3339.995,3341.195,29880
19.08.2025 09:12:00.000 GMT+0200,3341.165,3341.648,3340.915,3340.998,27240
19.08.2025 09:13:00.000 GMT+0200,3340.998,3341.305,3339.295,3339.395,44480
19.08.2025 09:14:00.000 GMT+0200,3339.405,3339.468,3338.235,3338.405,26410
19.08.2025 09:15:00.000 GMT+0200,3338.435,3339.605,3338.405,3339.605,22320
19.08.2025 09:16:00.000 GMT+0200,3339.605,3340.848,3339.435,3340.585,30780
19.08.2025 09:17:00.000 GMT+0200,3340.615,3341.065,3340.385,3340.705,33570
19.08.2025 09:18:00.000 GMT+0200,3340.705,3340.705,3339.035,3339.245,53970
19.08.2025 09:19:00.000 GMT+0200,3339.245,3340.195,3339.155,3340.145,29410
19.08.2025 09:20:00.000 GMT+0200,3340.225,3340.615,3340.055,3340.085,28830
19.08.2025 09:21:00.000 GMT+0200,3340.265,3340.285,3339.295,3339.395,22080
19.08.2025 09:22:00.000 GMT+0200,3339.395,3339.585,3339.109,3339.165,16020
19.08.2025 09:23:00.000 GMT+0200,3339.165,3339.195,3338.725,3339.185,19830
19.08.2025 09:24:00.000 GMT+0200,3339.215,3339.735,3339.215,3339.335,17730
19.08.2025 09:25:00.000 GMT+0200,3339.375,3340.245,3339.275,3340.135,27990
19.08.2025 09:26:00.000 GMT+0200,3340.155,3340.385,3339.475,3339.475,28170
19.08.2025 09:27:00.000 GMT+0200,3339.475,3339.925,3339.475,3339.815,14760
19.08.2025 09:28:00.000 GMT+0200,3339.855,3340.045,3339.395,3339.875,29880
19.08.2025 09:29:00.000 GMT+0200,3339.875,3339.905,3339.505,3339.645,26070
19.08.2025 09:30:00.000 GMT+0200,3339.655,3339.725,3338.745,3339.005,29810
19.08.2025 09:31:00.000 GMT+0200,3338.885,3339.195,3338.595,3339.075,17550
19.08.2025 09:32:00.000 GMT+0200,3339.055,3339.125,3338.215,3338.435,19500
19.08.2025 09:33:00.000 GMT+0200,3338.395,3339.315,3337.895,3339.175,35820
19.08.2025 09:34:00.000 GMT+0200,3339.195,3339.448,3338.675,3338.775,28470
19.08.2025 09:35:00.000 GMT+0200,3338.775,3339.348,3338.455,3338.848,26200
19.08.2025 09:36:00.000 GMT+0200,3338.848,3338.995,3337.949,3337.949,35820
19.08.2025 09:37:00.000 GMT+0200,3337.885,3338.048,3337.365,3337.505,42300
19.08.2025 09:38:00.000 GMT+0200,3337.505,3338.948,3337.505,3338.575,47310
19.08.2025 09:39:00.000 GMT+0200,3338.648,3339.375,3338.495,3338.755,30780
19.08.2025 09:40:00.000 GMT+0200,3338.848,3339.195,3338.065,3339.135,26220
19.08.2025 09:41:00.000 GMT+0200,3339.125,3339.365,3338.145,3338.625,15660
19.08.2025 09:42:00.000 GMT+0200,3338.675,3339.875,3338.655,3339.735,20740
19.08.2025 09:43:00.000 GMT+0200,3339.765,3339.998,3339.455,3339.699,42120
19.08.2025 09:44:00.000 GMT+0200,3339.715,3339.975,3339.329,3339.655,63240
19.08.2025 09:45:00.000 GMT+0200,3339.645,3340.269,3339.569,3340.165,57190
19.08.2025 09:46:00.000 GMT+0200,3340.149,3340.275,3339.955,3340.065,47430
19.08.2025 09:47:00.000 GMT+0200,3340.065,3340.148,3339.779,3340.025,54510
19.08.2025 09:48:00.000 GMT+0200,3339.975,3339.975,3338.525,3338.645,90230
19.08.2025 09:49:00.000 GMT+0200,3338.705,3339.185,3338.605,3339.095,47210
19.08.2025 09:50:00.000 GMT+0200,3339.115,3339.155,3338.525,3338.895,61710
19.08.2025 09:51:00.000 GMT+0200,3338.905,3339.005,3338.425,3338.915,47080
19.08.2025 09:52:00.000 GMT+0200,3338.865,3339.685,3338.865,3339.485,41160
19.08.2025 09:53:00.000 GMT+0200,3339.475,3340.125,3339.345,3340.055,27570
19.08.2025 09:54:00.000 GMT+0200,3340.035,3340.095,3339.625,3339.665,35400
19.08.2025 09:55:00.000 GMT+0200,3339.685,3340.145,3339.655,3340.125,25410
19.08.2025 09:56:00.000 GMT+0200,3340.115,3340.265,3339.875,3339.875,41500
19.08.2025 09:57:00.000 GMT+0200,3339.798,3340.485,3339.598,3340.205,40500
19.08.2025 09:58:00.000 GMT+0200,3340.198,3340.355,3340.098,3340.255,44870
19.08.2025 09:59:00.000 GMT+0200,3340.255,3340.698,3340.165,3340.598,31170
19.08.2025 10:00:00.000 GMT+0200,3340.598,3340.698,3339.645,3339.925,81970
19.08.2025 10:01:00.000 GMT+0200,3339.965,3340.755,3339.875,3340.315,48840
19.08.2025 10:02:00.000 GMT+0200,3340.335,3340.825,3339.755,3339.835,19890
19.08.2025 10:03:00.000 GMT+0200,3339.805,3340.075,3339.035,3339.195,21750
19.08.2025 10:04:00.000 GMT+0200,3339.185,3339.245,3338.505,3338.895,19170
19.08.2025 10:05:00.000 GMT+0200,3338.865,3338.885,3338.285,3338.465,25380
19.08.2025 10:06:00.000 GMT+0200,3338.525,3338.615,3337.785,3338.385,18630
19.08.2025 10:07:00.000 GMT+0200,3338.395,3338.455,3338.055,3338.335,27030
19.08.2025 10:08:00.000 GMT+0200,3338.345,3338.345,3337.575,3337.735,57550
19.08.2025 10:09:00.000 GMT+0200,3337.745,3337.915,3337.365,3337.715,50010
19.08.2025 10:10:00.000 GMT+0200,3337.825,3337.855,3336.995,3336.995,39580
19.08.2025 10:11:00.000 GMT+0200,3336.965,3338.025,3336.955,3337.685,21200
19.08.2025 10:12:00.000 GMT+0200,3337.648,3337.705,3336.775,3336.835,43400
19.08.2025 10:13:00.000 GMT+0200,3336.745,3337.075,3336.655,3336.785,65200
19.08.2025 10:14:00.000 GMT+0200,3336.765,3337.185,3336.515,3336.785,61770
19.08.2025 10:15:00.000 GMT+0200,3336.795,3336.905,3336.298,3336.515,59280
19.08.2025 10:16:00.000 GMT+0200,3336.515,3337.355,3336.385,3337.315,60570
19.08.2025 10:17:00.000 GMT+0200,3337.315,3338.008,3337.295,3337.955,31950
19.08.2025 10:18:00.000 GMT+0200,3337.995,3338.275,3337.325,3337.455,63000
19.08.2025 10:19:00.000 GMT+0200,3337.515,3338.315,3337.515,3338.155,87010
19.08.2025 10:20:00.000 GMT+0200,3338.125,3339.145,3338.065,3338.815,58290
19.08.2025 10:21:00.000 GMT+0200,3338.655,3339.305,3338.535,3338.955,42090
19.08.2025 10:22:00.000 GMT+0200,3338.945,3339.225,3338.835,3338.985,53310
19.08.2025 10:23:00.000 GMT+0200,3339.025,3339.185,3338.285,3338.345,62130
19.08.2025 10:24:00.000 GMT+0200,3338.385,3338.445,3338.055,3338.075,39510
19.08.2025 10:25:00.000 GMT+0200,3338.065,3338.595,3338.035,3338.495,38880
19.08.2025 10:26:00.000 GMT+0200,3338.485,3338.805,3338.485,3338.675,37770
19.08.2025 10:27:00.000 GMT+0200,3338.605,3339.195,3338.475,3339.185,38430
19.08.2025 10:28:00.000 GMT+0200,3339.195,3339.195,3338.315,3338.445,43470
19.08.2025 10:29:00.000 GMT+0200,3338.415,3338.745,3338.285,3338.405,46260
19.08.2025 10:30:00.000 GMT+0200,3338.475,3338.935,3338.275,3338.275,60690
19.08.2025 10:31:00.000 GMT+0200,3338.295,3338.435,3338.165,3338.265,42930
19.08.2025 10:32:00.000 GMT+0200,3338.245,3338.315,3337.935,3337.985,26250
19.08.2025 10:33:00.000 GMT+0200,3337.995,3338.105,3337.905,3337.905,30060
19.08.2025 10:34:00.000 GMT+0200,3337.935,3337.955,3337.465,3337.465,32970
19.08.2025 10:35:00.000 GMT+0200,3337.425,3338.495,3337.375,3338.415,38550
19.08.2025 10:36:00.000 GMT+0200,3338.425,3338.795,3337.705,3337.785,32460
19.08.2025 10:37:00.000 GMT+0200,3337.815,3338.195,3337.785,3337.885,18150
19.08.2025 10:38:00.000 GMT+0200,3337.885,3338.015,3337.745,3337.975,11160
19.08.2025 10:39:00.000 GMT+0200,3337.975,3338.165,3337.845,3337.945,15060
19.08.2025 10:40:00.000 GMT+0200,3337.945,3338.285,3337.835,3337.865,16500
19.08.2025 10:41:00.000 GMT+0200,3337.845,3338.645,3337.535,3338.605,20790
19.08.2025 10:42:00.000 GMT+0200,3338.625,3338.715,3338.325,3338.595,38850
19.08.2025 10:43:00.000 GMT+0200,3338.625,3338.715,3338.098,3338.205,30870
19.08.2025 10:44:00.000 GMT+0200,3338.185,3338.475,3338.175,3338.345,33960
19.08.2025 10:45:00.000 GMT+0200,3338.345,3338.555,3338.115,3338.475,18450
19.08.2025 10:46:00.000 GMT+0200,3338.535,3338.705,3338.385,3338.675,28230
19.08.2025 10:47:00.000 GMT+0200,3338.615,3338.855,3338.455,3338.825,42150
19.08.2025 10:48:00.000 GMT+0200,3338.825,3339.198,3338.605,3338.898,25500
19.08.2025 10:49:00.000 GMT+0200,3338.898,3339.045,3338.605,3338.648,27060
19.08.2025 10:50:00.000 GMT+0200,3338.585,3338.948,3338.585,3338.825,10290
19.08.2025 10:51:00.000 GMT+0200,3338.748,3339.148,3338.515,3338.855,24630
19.08.2025 10:52:00.000 GMT+0200,3338.848,3338.995,3338.555,3338.948,15360
19.08.2025 10:53:00.000 GMT+0200,3338.848,3339.325,3338.798,3338.935,26310
19.08.2025 10:54:00.000 GMT+0200,3338.915,3339.035,3338.168,3338.535,52710
19.08.2025 10:55:00.000 GMT+0200,3338.555,3338.595,3338.205,3338.585,51660
19.08.2025 10:56:00.000 GMT+0200,3338.575,3338.785,3338.248,3338.645,52800
19.08.2025 10:57:00.000 GMT+0200,3338.685,3338.715,3337.675,3337.855,64080
19.08.2025 10:58:00.000 GMT+0200,3337.845,3337.885,3336.965,3337.205,81630
19.08.2025 10:59:00.000 GMT+0200,3337.205,3337.815,3336.885,3337.795,40920
19.08.2025 11:00:00.000 GMT+0200,3337.815,3338.235,3337.275,3338.165,41310
19.08.2025 11:01:00.000 GMT+0200,3338.165,3338.665,3338.165,3338.645,10020
19.08.2025 11:02:00.000 GMT+0200,3338.645,3339.005,3338.525,3338.948,19590
19.08.2025 11:03:00.000 GMT+0200,3338.965,3339.248,3338.285,3338.685,45540
19.08.2025 11:04:00.000 GMT+0200,3338.715,3339.098,3338.408,3338.598,39330
19.08.2025 11:05:00.000 GMT+0200,3338.598,3338.598,3337.798,3338.085,49470
19.08.2025 11:06:00.000 GMT+0200,3338.085,3338.085,3337.635,3337.695,42450
19.08.2025 11:07:00.000 GMT+0200,3337.765,3337.955,3337.685,3337.935,54540
19.08.2025 11:08:00.000 GMT+0200,3337.945,3338.175,3337.935,3338.085,37920
19.08.2025 11:09:00.000 GMT+0200,3338.055,3338.085,3337.665,3338.025,45660
19.08.2025 11:10:00.000 GMT+0200,3338.015,3338.265,3337.705,3338.015,18720
19.08.2025 11:11:00.000 GMT+0200,3338.015,3338.235,3337.845,3338.165,32370
19.08.2025 11:12:00.000 GMT+0200,3338.105,3338.105,3337.675,3337.845,24900
19.08.2025 11:13:00.000 GMT+0200,3337.865,3337.865,3337.235,3337.405,27120
19.08.2025 11:14:00.000 GMT+0200,3337.405,3337.825,3337.235,3337.265,20880
19.08.2025 11:15:00.000 GMT+0200,3337.265,3337.845,3336.985,3337.335,23130
19.08.2025 11:16:00.000 GMT+0200,3337.335,3337.335,3336.805,3336.985,15240
19.08.2025 11:17:00.000 GMT+0200,3337.015,3337.245,3336.845,3337.245,11640
19.08.2025 11:18:00.000 GMT+0200,3337.265,3337.905,3337.115,3337.715,13530
19.08.2025 11:19:00.000 GMT+0200,3337.715,3338.085,3337.635,3337.895,8100
19.08.2025 11:20:00.000 GMT+0200,3337.925,3338.275,3337.905,3338.175,10320
19.08.2025 11:21:00.000 GMT+0200,3338.195,3338.275,3337.815,3337.935,8880
19.08.2025 11:22:00.000 GMT+0200,3337.895,3337.895,3337.395,3337.595,7560
19.08.2025 11:23:00.000 GMT+0200,3337.605,3337.955,3337.485,3337.515,8730
19.08.2025 11:24:00.000 GMT+0200,3337.515,3337.565,3337.445,3337.465,7500
19.08.2025 11:25:00.000 GMT+0200,3337.445,3337.785,3337.425,3337.765,9210
19.08.2025 11:26:00.000 GMT+0200,3337.785,3338.005,3337.515,3337.605,9660
19.08.2025 11:27:00.000 GMT+0200,3337.605,3337.635,3336.945,3337.105,23520
19.08.2025 11:28:00.000 GMT+0200,3337.055,3337.795,3336.985,3337.795,26340
19.08.2025 11:29:00.000 GMT+0200,3337.875,3337.915,3337.645,3337.735,16620
19.08.2025 11:30:00.000 GMT+0200,3337.625,3338.215,3337.625,3337.955,30210
19.08.2025 11:31:00.000 GMT+0200,3337.885,3338.298,3337.825,3338.298,19680
19.08.2025 11:32:00.000 GMT+0200,3338.295,3338.325,3337.825,3337.948,22650
19.08.2025 11:33:00.000 GMT+0200,3337.925,3338.155,3337.885,3337.948,29310
19.08.2025 11:34:00.000 GMT+0200,3337.935,3337.948,3337.178,3337.295,43680
19.08.2025 11:35:00.000 GMT+0200,3337.285,3337.435,3336.935,3337.385,28470
19.08.2025 11:36:00.000 GMT+0200,3337.385,3337.385,3337.105,3337.205,24240
19.08.2025 11:37:00.000 GMT+0200,3337.225,3337.905,3337.205,3337.315,23340
19.08.2025 11:38:00.000 GMT+0200,3337.285,3337.285,3336.825,3337.125,28080
19.08.2025 11:39:00.000 GMT+0200,3337.095,3337.295,3336.935,3337.285,13380
19.08.2025 11:40:00.000 GMT+0200,3337.355,3337.648,3337.275,3337.548,14220
19.08.2025 11:41:00.000 GMT+0200,3337.548,3337.698,3337.345,3337.525,16110
19.08.2025 11:42:00.000 GMT+0200,3337.505,3339.155,3337.465,3339.115,48810
19.08.2025 11:43:00.000 GMT+0200,3339.125,3339.175,3338.465,3338.515,47910
19.08.2025 11:44:00.000 GMT+0200,3338.555,3338.925,3338.375,3338.685,25830
19.08.2025 11:45:00.000 GMT+0200,3338.848,3339.175,3338.848,3339.155,18780
19.08.2025 11:46:00.000 GMT+0200,3339.198,3339.465,3338.565,3338.865,26100
19.08.2025 11:47:00.000 GMT+0200,3338.885,3338.985,3338.455,3338.575,39930
19.08.2025 11:48:00.000 GMT+0200,3338.585,3338.755,3338.525,3338.535,23010
19.08.2025 11:49:00.000 GMT+0200,3338.575,3338.898,3338.375,3338.775,20280
19.08.2025 11:50:00.000 GMT+0200,3338.775,3339.315,3338.755,3339.148,22380
19.08.2025 11:51:00.000 GMT+0200,3339.135,3339.245,3338.678,3338.975,43020
19.08.2025 11:52:00.000 GMT+0200,3339.025,3339.095,3338.898,3339.025,26310
19.08.2025 11:53:00.000 GMT+0200,3339.048,3339.485,3339.048,3339.355,21060
19.08.2025 11:54:00.000 GMT+0200,3339.355,3339.485,3338.685,3338.705,46350
19.08.2025 11:55:00.000 GMT+0200,3338.698,3339.205,3338.635,3339.098,25140
19.08.2025 11:56:00.000 GMT+0200,3339.098,3339.298,3338.705,3338.725,14220
19.08.2025 11:57:00.000 GMT+0200,3338.725,3339.065,3338.725,3338.798,10770
19.08.2025 11:58:00.000 GMT+0200,3338.855,3339.075,3338.515,3338.598,20460
19.08.2025 11:59:00.000 GMT+0200,3338.655,3339.348,3338.655,3339.165,24030
19.08.2025 12:00:00.000 GMT+0200,3339.135,3339.745,3339.105,3339.635,26280
19.08.2025 12:01:00.000 GMT+0200,3339.635,3339.755,3339.355,3339.715,15840
19.08.2025 12:02:00.000 GMT+0200,3339.735,3339.855,3339.235,3339.295,16890
19.08.2025 12:03:00.000 GMT+0200,3339.295,3339.935,3339.265,3339.865,13530
19.08.2025 12:04:00.000 GMT+0200,3339.935,3340.715,3339.855,3340.445,25110
19.08.2025 12:05:00.000 GMT+0200,3340.465,3340.955,3340.465,3340.945,34260
19.08.2025 12:06:00.000 GMT+0200,3340.945,3341.935,3340.845,3341.735,35130
19.08.2025 12:07:00.000 GMT+0200,3341.715,3342.295,3341.665,3342.125,41940
19.08.2025 12:08:00.000 GMT+0200,3342.105,3342.395,3341.755,3341.815,35220
19.08.2025 12:09:00.000 GMT+0200,3341.815,3341.915,3341.585,3341.585,33210
19.08.2025 12:10:00.000 GMT+0200,3341.565,3342.125,3341.255,3342.085,20640
19.08.2025 12:11:00.000 GMT+0200,3342.125,3342.275,3341.885,3342.175,20490
19.08.2025 12:12:00.000 GMT+0200,3342.195,3342.748,3342.145,3342.495,24180
19.08.2025 12:13:00.000 GMT+0200,3342.525,3342.885,3342.005,3342.835,22290
19.08.2025 12:14:00.000 GMT+0200,3342.835,3342.925,3342.605,3342.655,19950
19.08.2025 12:15:00.000 GMT+0200,3342.715,3343.395,3342.645,3343.365,16020
19.08.2025 12:16:00.000 GMT+0200,3343.365,3344.445,3343.315,3344.255,32340
19.08.2025 12:17:00.000 GMT+0200,3344.255,3344.655,3344.165,3344.585,24930
19.08.2025 12:18:00.000 GMT+0200,3344.565,3344.715,3343.795,3343.845,43020
19.08.2025 12:19:00.000 GMT+0200,3343.825,3343.975,3343.555,3343.835,32280
19.08.2025 12:20:00.000 GMT+0200,3343.835,3344.155,3343.655,3344.045,19950
19.08.2025 12:21:00.000 GMT+0200,3344.025,3344.305,3343.995,3344.245,22020
19.08.2025 12:22:00.000 GMT+0200,3344.245,3344.625,3343.815,3344.095,21930
19.08.2025 12:23:00.000 GMT+0200,3344.105,3344.945,3344.105,3344.925,21750
19.08.2025 12:24:00.000 GMT+0200,3344.925,3345.165,3344.115,3344.185,48360
19.08.2025 12:25:00.000 GMT+0200,3344.195,3344.365,3343.675,3344.235,58200
19.08.2025 12:26:00.000 GMT+0200,3344.305,3344.305,3343.135,3343.465,85190
19.08.2025 12:27:00.000 GMT+0200,3343.515,3343.555,3342.685,3343.105,57090
19.08.2025 12:28:00.000 GMT+0200,3343.165,3343.565,3343.105,3343.255,36360
19.08.2025 12:29:00.000 GMT+0200,3343.245,3343.735,3343.145,3343.645,25980
19.08.2025 12:30:00.000 GMT+0200,3343.655,3343.785,3343.245,3343.355,20160
19.08.2025 12:31:00.000 GMT+0200,3343.335,3343.515,3343.185,3343.205,18060
19.08.2025 12:32:00.000 GMT+0200,3343.225,3343.305,3342.925,3343.005,16440
19.08.2025 12:33:00.000 GMT+0200,3343.025,3343.395,3342.925,3343.385,19410
19.08.2025 12:34:00.000 GMT+0200,3343.385,3343.735,3343.135,3343.185,18510
19.08.2025 12:35:00.000 GMT+0200,3343.205,3343.425,3343.125,3343.125,12300
19.08.2025 12:36:00.000 GMT+0200,3343.135,3343.255,3342.815,3343.255,17130
19.08.2025 12:37:00.000 GMT+0200,3343.225,3343.415,3343.055,3343.095,16410
19.08.2025 12:38:00.000 GMT+0200,3343.115,3343.435,3342.895,3342.985,21480
19.08.2025 12:39:00.000 GMT+0200,3343.065,3343.235,3342.905,3343.215,24330
19.08.2025 12:40:00.000 GMT+0200,3343.215,3343.365,3342.935,3343.125,13890
19.08.2025 12:41:00.000 GMT+0200,3343.155,3343.155,3342.805,3342.915,19500
19.08.2025 12:42:00.000 GMT+0200,3342.865,3342.935,3342.065,3342.405,24330
19.08.2025 12:43:00.000 GMT+0200,3342.405,3342.885,3342.315,3342.375,18930
19.08.2025 12:44:00.000 GMT+0200,3342.415,3342.465,3342.315,3342.425,12720
19.08.2025 12:45:00.000 GMT+0200,3342.435,3343.145,3341.865,3341.935,35760
19.08.2025 12:46:00.000 GMT+0200,3341.905,3342.235,3341.525,3342.155,53730
19.08.2025 12:47:00.000 GMT+0200,3342.125,3342.165,3341.675,3341.845,27570
19.08.2025 12:48:00.000 GMT+0200,3341.815,3342.235,3341.815,3342.185,15780
19.08.2025 12:49:00.000 GMT+0200,3342.185,3342.945,3342.115,3342.705,16380
19.08.2025 12:50:00.000 GMT+0200,3342.685,3342.825,3342.435,3342.455,25170
19.08.2025 12:51:00.000 GMT+0200,3342.485,3342.835,3342.385,3342.815,10800
19.08.2025 12:52:00.000 GMT+0200,3342.835,3343.155,3342.795,3343.105,12420
19.08.2025 12:53:00.000 GMT+0200,3343.105,3343.195,3342.825,3342.975,12270
19.08.2025 12:54:00.000 GMT+0200,3342.995,3343.305,3342.845,3342.895,19530
19.08.2025 12:55:00.000 GMT+0200,3342.925,3343.885,3342.885,3343.865,37230
19.08.2025 12:56:00.000 GMT+0200,3343.825,3343.835,3343.255,3343.255,44760
19.08.2025 12:57:00.000 GMT+0200,3343.315,3343.565,3343.175,3343.255,21960
19.08.2025 12:58:00.000 GMT+0200,3343.255,3343.575,3343.215,3343.235,18720
