Local time,Open,High,Low,Close,Volume
18.08.2025 14:23:00.000 GMT+0200,3347.325,3347.535,3346.125,3346.185,21000
18.08.2025 14:24:00.000 GMT+0200,3346.225,3346.545,3345.685,3345.945,20220
18.08.2025 14:25:00.000 GMT+0200,3345.945,3346.805,3345.905,3346.755,22170
18.08.2025 14:26:00.000 GMT+0200,3346.755,3346.955,3346.385,3346.775,21960
18.08.2025 14:27:00.000 GMT+0200,3346.755,3347.105,3346.365,3346.785,15690
18.08.2025 14:28:00.000 GMT+0200,3346.815,3347.165,3345.995,3346.335,19290
18.08.2025 14:29:00.000 GMT+0200,3346.335,3346.475,3345.635,3346.185,21600
18.08.2025 14:30:00.000 GMT+0200,3346.215,3346.659,3345.755,3346.115,23700
18.08.2025 14:31:00.000 GMT+0200,3346.145,3347.435,3346.145,3347.135,15450
18.08.2025 14:32:00.000 GMT+0200,3347.135,3347.325,3346.215,3347.325,13770
18.08.2025 14:33:00.000 GMT+0200,3347.345,3347.375,3346.355,3346.355,15840
18.08.2025 14:34:00.000 GMT+0200,3346.325,3346.945,3346.105,3346.465,20850
18.08.2025 14:35:00.000 GMT+0200,3346.465,3347.085,3345.905,3347.085,34510
18.08.2025 14:36:00.000 GMT+0200,3347.015,3347.675,3346.955,3347.515,35850
18.08.2025 14:37:00.000 GMT+0200,3347.515,3348.325,3346.798,3347.435,82610
18.08.2025 14:38:00.000 GMT+0200,3347.465,3347.795,3346.815,3347.695,32270
18.08.2025 14:39:00.000 GMT+0200,3347.715,3347.855,3346.965,3347.785,20940
18.08.2025 14:40:00.000 GMT+0200,3347.765,3347.775,3347.205,3347.225,20310
18.08.2025 14:41:00.000 GMT+0200,3347.245,3348.625,3347.245,3348.298,28680
18.08.2025 14:42:00.000 GMT+0200,3348.398,3348.398,3347.548,3347.775,56670
18.08.2025 14:43:00.000 GMT+0200,3347.785,3347.905,3347.565,3347.665,44290
18.08.2025 14:44:00.000 GMT+0200,3347.675,3348.155,3347.519,3347.548,55540
18.08.2025 14:45:00.000 GMT+0200,3347.565,3347.725,3346.199,3346.575,91690
18.08.2025 14:46:00.000 GMT+0200,3346.595,3347.035,3346.249,3346.365,72530
18.08.2025 14:47:00.000 GMT+0200,3346.385,3346.639,3346.219,3346.395,54840
18.08.2025 14:48:00.000 GMT+0200,3346.385,3346.659,3345.629,3346.659,100580
18.08.2025 14:49:00.000 GMT+0200,3346.619,3346.769,3346.035,3346.105,94580
18.08.2025 14:50:00.000 GMT+0200,3346.105,3346.255,3345.725,3345.865,84680
18.08.2025 14:51:00.000 GMT+0200,3345.829,3346.509,3345.605,3345.709,75000
18.08.2025 14:52:00.000 GMT+0200,3345.679,3345.779,3345.399,3345.575,82110
18.08.2025 14:53:00.000 GMT+0200,3345.535,3345.785,3345.275,3345.579,69670
18.08.2025 14:54:00.000 GMT+0200,3345.595,3345.649,3343.845,3344.665,83100
18.08.2025 14:55:00.000 GMT+0200,3344.645,3345.755,3344.255,3345.755,32940
18.08.2025 14:56:00.000 GMT+0200,3345.705,3345.715,3344.285,3344.295,18450
18.08.2025 14:57:00.000 GMT+0200,3344.295,3344.315,3342.909,3343.765,110590
18.08.2025 14:58:00.000 GMT+0200,3343.735,3345.105,3343.655,3344.365,40920
18.08.2025 14:59:00.000 GMT+0200,3344.365,3344.665,3343.995,3344.665,32830
18.08.2025 15:00:00.000 GMT+0200,3344.635,3344.715,3343.445,3343.565,61970
18.08.2025 15:01:00.000 GMT+0200,3343.565,3344.505,3342.675,3342.685,49920
18.08.2025 15:02:00.000 GMT+0200,3342.675,3343.215,3341.925,3342.548,118640
18.08.2025 15:03:00.000 GMT+0200,3342.548,3342.975,3342.048,3342.048,57710
18.08.2025 15:04:00.000 GMT+0200,3342.115,3343.275,3342.048,3342.448,79860
18.08.2025 15:05:00.000 GMT+0200,3342.448,3343.548,3342.248,3343.545,83320
18.08.2025 15:06:00.000 GMT+0200,3343.545,3344.248,3343.425,3343.848,63390
18.08.2025 15:07:00.000 GMT+0200,3343.848,3343.848,3342.348,3343.248,40290
18.08.2025 15:08:00.000 GMT+0200,3343.248,3343.748,3342.648,3342.848,38730
18.08.2025 15:09:00.000 GMT+0200,3342.848,3343.148,3341.248,3341.335,102490
18.08.2025 15:10:00.000 GMT+0200,3341.365,3342.545,3340.945,3342.495,64740
18.08.2025 15:11:00.000 GMT+0200,3342.515,3343.548,3342.385,3342.898,39480
18.08.2025 15:12:00.000 GMT+0200,3342.855,3343.215,3342.348,3342.905,72750
18.08.2025 15:13:00.000 GMT+0200,3342.769,3342.848,3341.205,3341.325,55750
18.08.2025 15:14:00.000 GMT+0200,3341.355,3341.725,3340.829,3341.025,52520
18.08.2025 15:15:00.000 GMT+0200,3340.985,3341.935,3340.185,3341.785,79600
18.08.2025 15:16:00.000 GMT+0200,3341.795,3342.285,3341.025,3341.295,36420
18.08.2025 15:17:00.000 GMT+0200,3341.325,3341.698,3341.225,3341.698,25900
18.08.2025 15:18:00.000 GMT+0200,3341.698,3341.959,3340.759,3341.198,86390
18.08.2025 15:19:00.000 GMT+0200,3341.098,3341.865,3340.445,3341.755,69260
18.08.2025 15:20:00.000 GMT+0200,3341.785,3342.735,3341.695,3341.715,52410
18.08.2025 15:21:00.000 GMT+0200,3341.725,3342.295,3341.525,3341.948,42130
18.08.2025 15:22:00.000 GMT+0200,3341.935,3342.448,3341.455,3342.259,65020
18.08.2025 15:23:00.000 GMT+0200,3342.285,3343.148,3341.948,3342.948,93400
18.08.2025 15:24:00.000 GMT+0200,3342.959,3343.829,3342.959,3343.695,107650
18.08.2025 15:25:00.000 GMT+0200,3343.735,3343.935,3341.748,3341.799,106370
18.08.2025 15:26:00.000 GMT+0200,3341.799,3342.995,3341.339,3342.225,131819.99
18.08.2025 15:27:00.000 GMT+0200,3342.285,3343.195,3342.205,3343.195,20910
18.08.2025 15:28:00.000 GMT+0200,3343.235,3343.825,3342.855,3343.825,18600
18.08.2025 15:29:00.000 GMT+0200,3343.825,3344.029,3342.835,3342.895,24540
18.08.2025 15:30:00.000 GMT+0200,3342.865,3343.745,3342.448,3342.875,83870
18.08.2025 15:31:00.000 GMT+0200,3342.875,3343.185,3341.235,3341.425,40110
18.08.2025 15:32:00.000 GMT+0200,3341.455,3342.215,3341.445,3341.755,32560
18.08.2025 15:33:00.000 GMT+0200,3341.735,3341.935,3340.455,3340.855,45060
18.08.2025 15:34:00.000 GMT+0200,3340.855,3340.925,3339.985,3340.535,102720
18.08.2025 15:35:00.000 GMT+0200,3340.535,3341.165,3340.035,3340.185,117080
18.08.2025 15:36:00.000 GMT+0200,3340.155,3340.645,3339.675,3340.235,79660
18.08.2025 15:37:00.000 GMT+0200,3340.205,3340.995,3339.545,3340.935,82230
18.08.2025 15:38:00.000 GMT+0200,3341.065,3341.155,3339.755,3339.979,107640
18.08.2025 15:39:00.000 GMT+0200,3339.955,3340.235,3337.779,3338.349,168970
18.08.2025 15:40:00.000 GMT+0200,3338.305,3338.925,3337.715,3338.925,83220
18.08.2025 15:41:00.000 GMT+0200,3338.955,3339.585,3338.835,3339.355,56280
18.08.2025 15:42:00.000 GMT+0200,3339.405,3340.725,3338.775,3340.648,90670
18.08.2025 15:43:00.000 GMT+0200,3340.648,3341.548,3340.315,3340.415,94210
18.08.2025 15:44:00.000 GMT+0200,3340.385,3340.385,3339.775,3339.785,59270
18.08.2025 15:45:00.000 GMT+0200,3339.865,3339.865,3338.639,3338.895,87980
18.08.2025 15:46:00.000 GMT+0200,3338.935,3339.945,3338.315,3339.895,54000
18.08.2025 15:47:00.000 GMT+0200,3339.635,3339.635,3338.665,3339.405,40530
18.08.2025 15:48:00.000 GMT+0200,3339.395,3339.795,3339.135,3339.255,24450
18.08.2025 15:49:00.000 GMT+0200,3339.285,3339.315,3338.665,3338.945,34740
18.08.2025 15:50:00.000 GMT+0200,3338.875,3338.965,3337.985,3337.985,65030
18.08.2025 15:51:00.000 GMT+0200,3338.015,3339.155,3338.015,3338.639,75770
18.08.2025 15:52:00.000 GMT+0200,3338.609,3339.129,3338.139,3338.405,91970
18.08.2025 15:53:00.000 GMT+0200,3338.425,3338.759,3337.285,3337.469,141280
18.08.2025 15:54:00.000 GMT+0200,3337.469,3337.602,3336.915,3337.165,85450
18.08.2025 15:55:00.000 GMT+0200,3337.049,3337.484,3336.719,3337.115,98530
18.08.2025 15:56:00.000 GMT+0200,3337.085,3337.598,3336.815,3336.945,91260
18.08.2025 15:57:00.000 GMT+0200,3336.915,3336.915,3335.915,3336.175,119510
18.08.2025 15:58:00.000 GMT+0200,3336.269,3336.435,3335.435,3336.175,81750
18.08.2025 15:59:00.000 GMT+0200,3336.115,3337.015,3335.755,3336.665,70480
18.08.2025 16:00:00.000 GMT+0200,3336.545,3336.595,3334.065,3334.099,94460
18.08.2025 16:01:00.000 GMT+0200,3333.885,3334.215,3332.298,3333.375,120210
18.08.2025 16:02:00.000 GMT+0200,3333.345,3334.485,3332.255,3334.465,68440
18.08.2025 16:03:00.000 GMT+0200,3334.465,3335.415,3334.405,3335.005,58350
18.08.2025 16:04:00.000 GMT+0200,3334.985,3336.875,3334.765,3336.645,76090
18.08.2025 16:05:00.000 GMT+0200,3336.665,3338.235,3336.665,3338.105,83500
18.08.2025 16:06:00.000 GMT+0200,3338.075,3338.195,3336.615,3337.845,145420
18.08.2025 16:07:00.000 GMT+0200,3337.815,3337.815,3336.649,3337.079,168460
18.08.2025 16:08:00.000 GMT+0200,3337.048,3337.148,3336.335,3336.348,104320
18.08.2025 16:09:00.000 GMT+0200,3336.299,3336.525,3335.045,3335.275,158380
18.08.2025 16:10:00.000 GMT+0200,3335.285,3335.995,3335.065,3335.225,69340
18.08.2025 16:11:00.000 GMT+0200,3335.195,3335.195,3333.745,3334.075,49320
18.08.2025 16:12:00.000 GMT+0200,3334.075,3334.205,3333.255,3333.625,37430
18.08.2025 16:13:00.000 GMT+0200,3333.605,3335.355,3333.585,3335.315,35910
18.08.2025 16:14:00.000 GMT+0200,3335.285,3335.498,3334.795,3335.298,42450
18.08.2025 16:15:00.000 GMT+0200,3335.298,3335.898,3335.045,3335.265,23950
18.08.2025 16:16:00.000 GMT+0200,3335.265,3335.835,3334.825,3335.625,32400
18.08.2025 16:17:00.000 GMT+0200,3335.625,3336.315,3335.559,3336.195,63760
18.08.2025 16:18:00.000 GMT+0200,3336.215,3336.545,3335.795,3336.435,39270
18.08.2025 16:19:00.000 GMT+0200,3336.435,3336.435,3335.725,3336.095,22140
18.08.2025 16:20:00.000 GMT+0200,3336.065,3336.495,3335.775,3335.815,21870
18.08.2025 16:21:00.000 GMT+0200,3335.785,3336.055,3335.255,3335.485,20970
18.08.2025 16:22:00.000 GMT+0200,3335.455,3335.845,3334.815,3335.765,41760
18.08.2025 16:23:00.000 GMT+0200,3335.765,3336.925,3335.765,3336.775,41460
18.08.2025 16:24:00.000 GMT+0200,3336.745,3337.095,3336.375,3336.505,42690
18.08.2025 16:25:00.000 GMT+0200,3336.505,3336.998,3336.175,3336.175,62960
18.08.2025 16:26:00.000 GMT+0200,3336.189,3336.555,3335.775,3336.505,58020
18.08.2025 16:27:00.000 GMT+0200,3336.485,3336.795,3336.285,3336.365,23010
18.08.2025 16:28:00.000 GMT+0200,3336.315,3336.965,3335.399,3336.945,30870
18.08.2025 16:29:00.000 GMT+0200,3336.925,3337.085,3335.495,3335.625,27960
18.08.2025 16:30:00.000 GMT+0200,3335.625,3337.605,3335.175,3337.605,46780
18.08.2025 16:31:00.000 GMT+0200,3337.645,3338.065,3337.545,3337.755,38520
18.08.2025 16:32:00.000 GMT+0200,3337.695,3337.745,3337.135,3337.325,20950
18.08.2025 16:33:00.000 GMT+0200,3337.355,3338.439,3337.205,3338.365,33480
18.08.2025 16:34:00.000 GMT+0200,3338.335,3338.495,3337.655,3337.665,29560
18.08.2025 16:35:00.000 GMT+0200,3337.635,3337.899,3337.295,3337.875,24030
18.08.2025 16:36:00.000 GMT+0200,3337.865,3338.065,3337.055,3337.055,30270
18.08.2025 16:37:00.000 GMT+0200,3337.105,3337.198,3335.845,3335.845,56420
18.08.2025 16:38:00.000 GMT+0200,3335.875,3336.105,3334.575,3335.285,83080
18.08.2025 16:39:00.000 GMT+0200,3335.315,3336.345,3335.315,3336.325,41910
18.08.2025 16:40:00.000 GMT+0200,3336.325,3337.155,3336.085,3336.715,26230
18.08.2025 16:41:00.000 GMT+0200,3336.715,3336.915,3336.145,3336.325,21270
18.08.2025 16:42:00.000 GMT+0200,3336.345,3336.745,3335.845,3336.085,51240
18.08.2025 16:43:00.000 GMT+0200,3336.155,3336.835,3336.069,3336.805,50510
18.08.2025 16:44:00.000 GMT+0200,3336.795,3336.935,3335.425,3335.465,26310
18.08.2025 16:45:00.000 GMT+0200,3335.448,3335.645,3334.705,3334.725,65350
18.08.2025 16:46:00.000 GMT+0200,3334.715,3335.805,3334.685,3335.045,40470
18.08.2025 16:47:00.000 GMT+0200,3335.045,3335.325,3334.275,3334.645,87560
18.08.2025 16:48:00.000 GMT+0200,3334.649,3334.659,3333.805,3333.869,98900
18.08.2025 16:49:00.000 GMT+0200,3333.859,3335.355,3333.785,3335.335,85240
18.08.2025 16:50:00.000 GMT+0200,3335.315,3335.848,3334.425,3334.705,100830
18.08.2025 16:51:00.000 GMT+0200,3334.725,3334.785,3333.398,3333.398,119460
18.08.2025 16:52:00.000 GMT+0200,3333.355,3333.619,3332.725,3333.105,123210
18.08.2025 16:53:00.000 GMT+0200,3333.125,3333.845,3332.875,3333.675,62370
18.08.2025 16:54:00.000 GMT+0200,3333.648,3334.005,3332.685,3332.985,99490
18.08.2025 16:55:00.000 GMT+0200,3332.965,3333.435,3332.759,3333.175,103120
18.08.2025 16:56:00.000 GMT+0200,3333.185,3333.659,3332.875,3333.555,49880
18.08.2025 16:57:00.000 GMT+0200,3333.525,3334.598,3333.375,3334.098,66040
18.08.2025 16:58:00.000 GMT+0200,3333.998,3334.248,3333.395,3333.648,70040
18.08.2025 16:59:00.000 GMT+0200,3333.648,3334.148,3333.475,3334.148,55290
18.08.2025 17:00:00.000 GMT+0200,3334.148,3334.835,3333.848,3334.695,64670
18.08.2025 17:01:00.000 GMT+0200,3334.675,3335.048,3333.348,3333.365,83760
18.08.2025 17:02:00.000 GMT+0200,3333.409,3334.248,3333.409,3333.975,72200
18.08.2025 17:03:00.000 GMT+0200,3333.955,3334.098,3333.398,3333.398,40220
18.08.2025 17:04:00.000 GMT+0200,3333.398,3333.498,3332.385,3332.485,79580
18.08.2025 17:05:00.000 GMT+0200,3332.465,3332.729,3332.085,3332.485,52810
18.08.2025 17:06:00.000 GMT+0200,3332.465,3333.025,3332.035,3333.025,38380
18.08.2025 17:07:00.000 GMT+0200,3333.025,3333.335,3332.609,3333.305,37500
18.08.2025 17:08:00.000 GMT+0200,3333.285,3333.785,3332.948,3333.365,23070
18.08.2025 17:09:00.000 GMT+0200,3333.385,3333.955,3333.248,3333.705,32880
18.08.2025 17:10:00.000 GMT+0200,3333.725,3333.845,3332.695,3332.825,31710
18.08.2025 17:11:00.000 GMT+0200,3332.775,3333.695,3332.715,3333.655,20760
18.08.2025 17:12:00.000 GMT+0200,3333.725,3334.698,3333.515,3334.645,25830
18.08.2025 17:13:00.000 GMT+0200,3334.698,3334.735,3333.915,3334.065,17880
18.08.2025 17:14:00.000 GMT+0200,3334.065,3334.545,3333.855,3334.485,19350
18.08.2025 17:15:00.000 GMT+0200,3334.485,3335.195,3334.215,3334.498,25480
18.08.2025 17:16:00.000 GMT+0200,3334.499,3334.855,3334.495,3334.498,24810
18.08.2025 17:17:00.000 GMT+0200,3334.515,3334.635,3333.698,3333.835,19930
18.08.2025 17:18:00.000 GMT+0200,3334.025,3334.325,3334.015,3334.145,16140
18.08.2025 17:19:00.000 GMT+0200,3334.045,3334.525,3333.365,3333.705,21450
18.08.2025 17:20:00.000 GMT+0200,3333.698,3333.865,3333.269,3333.385,32890
18.08.2025 17:21:00.000 GMT+0200,3333.365,3335.715,3333.365,3335.715,34620
18.08.2025 17:22:00.000 GMT+0200,3335.705,3335.725,3335.045,3335.085,21000
18.08.2025 17:23:00.000 GMT+0200,3335.085,3335.205,3333.359,3333.359,36780
18.08.2025 17:24:00.000 GMT+0200,3333.365,3334.445,3333.215,3333.985,70130
18.08.2025 17:25:00.000 GMT+0200,3333.945,3334.825,3333.945,3334.705,15360
18.08.2025 17:26:00.000 GMT+0200,3334.705,3334.825,3334.098,3334.098,33060
18.08.2025 17:27:00.000 GMT+0200,3334.198,3334.298,3333.859,3334.095,28590
18.08.2025 17:28:00.000 GMT+0200,3334.148,3334.148,3333.769,3333.945,45850
18.08.2025 17:29:00.000 GMT+0200,3333.885,3334.748,3333.745,3334.548,35230
18.08.2025 17:30:00.000 GMT+0200,3334.548,3334.548,3333.755,3334.125,61350
18.08.2025 17:31:00.000 GMT+0200,3334.125,3334.215,3333.035,3333.099,50420
18.08.2025 17:32:00.000 GMT+0200,3333.099,3333.845,3332.925,3333.598,30450
18.08.2025 17:33:00.000 GMT+0200,3333.598,3334.398,3333.575,3333.849,18400
18.08.2025 17:34:00.000 GMT+0200,3333.849,3333.899,3333.305,3333.645,42410
18.08.2025 17:35:00.000 GMT+0200,3333.685,3334.415,3333.535,3334.395,22700
18.08.2025 17:36:00.000 GMT+0200,3334.375,3335.198,3334.355,3335.198,13020
18.08.2025 17:37:00.000 GMT+0200,3335.065,3335.498,3334.965,3334.998,21240
18.08.2025 17:38:00.000 GMT+0200,3334.998,3335.398,3334.849,3335.048,22630
18.08.2025 17:39:00.000 GMT+0200,3335.085,3335.448,3334.799,3335.248,31050
18.08.2025 17:40:00.000 GMT+0200,3335.248,3335.395,3334.795,3334.865,22610
18.08.2025 17:41:00.000 GMT+0200,3334.948,3335.205,3334.748,3335.105,30520
18.08.2025 17:42:00.000 GMT+0200,3335.148,3335.248,3334.605,3334.825,55800
18.08.2025 17:43:00.000 GMT+0200,3334.825,3334.949,3334.569,3334.579,38400
18.08.2025 17:44:00.000 GMT+0200,3334.559,3334.948,3334.415,3334.879,43170
18.08.2025 17:45:00.000 GMT+0200,3334.809,3334.989,3334.485,3334.895,67840
18.08.2025 17:46:00.000 GMT+0200,3334.915,3335.548,3334.885,3335.348,36460
18.08.2025 17:47:00.000 GMT+0200,3335.348,3335.498,3335.098,3335.299,22500
18.08.2025 17:48:00.000 GMT+0200,3335.329,3335.548,3335.099,3335.148,53330
18.08.2025 17:49:00.000 GMT+0200,3335.059,3336.248,3335.048,3336.248,17040
18.08.2025 17:50:00.000 GMT+0200,3336.248,3336.748,3335.748,3335.879,47650
18.08.2025 17:51:00.000 GMT+0200,3335.879,3336.248,3335.848,3335.948,40190
18.08.2025 17:52:00.000 GMT+0200,3335.949,3335.975,3334.948,3335.099,66880
18.08.2025 17:53:00.000 GMT+0200,3335.109,3335.148,3333.748,3333.848,65440
18.08.2025 17:54:00.000 GMT+0200,3333.848,3334.548,3333.748,3334.348,48840
18.08.2025 17:55:00.000 GMT+0200,3334.355,3334.748,3334.345,3334.648,40340
18.08.2025 17:56:00.000 GMT+0200,3334.715,3335.465,3334.575,3335.435,25830
18.08.2025 17:57:00.000 GMT+0200,3335.455,3335.875,3335.455,3335.685,12510
18.08.2025 17:58:00.000 GMT+0200,3335.715,3335.789,3335.385,3335.648,47410
18.08.2025 17:59:00.000 GMT+0200,3335.648,3335.748,3335.335,3335.448,44600
18.08.2025 18:00:00.000 GMT+0200,3335.448,3335.689,3335.195,3335.325,37920
18.08.2025 18:01:00.000 GMT+0200,3335.305,3335.329,3333.399,3333.399,67410
18.08.2025 18:02:00.000 GMT+0200,3333.415,3333.795,3333.265,3333.679,28800
18.08.2025 18:03:00.000 GMT+0200,3333.685,3333.905,3333.349,3333.475,49570
18.08.2025 18:04:00.000 GMT+0200,3333.459,3333.748,3333.125,3333.165,31280
18.08.2025 18:05:00.000 GMT+0200,3333.245,3333.245,3331.948,3332.305,34500
18.08.2025 18:06:00.000 GMT+0200,3332.035,3332.385,3331.835,3332.385,15630
18.08.2025 18:07:00.000 GMT+0200,3332.455,3332.535,3331.695,3332.185,20400
18.08.2025 18:08:00.000 GMT+0200,3332.135,3332.555,3332.129,3332.355,16420
18.08.2025 18:09:00.000 GMT+0200,3332.325,3333.115,3332.185,3332.948,17700
18.08.2025 18:10:00.000 GMT+0200,3332.948,3332.948,3331.975,3332.285,28500
18.08.2025 18:11:00.000 GMT+0200,3332.305,3332.998,3332.275,3332.848,22240
18.08.2025 18:12:00.000 GMT+0200,3332.848,3333.648,3332.595,3333.548,15240
18.08.2025 18:13:00.000 GMT+0200,3333.448,3333.465,3332.798,3333.215,32180
18.08.2025 18:14:00.000 GMT+0200,3333.235,3333.598,3333.235,3333.325,21490
18.08.2025 18:15:00.000 GMT+0200,3333.198,3333.265,3332.535,3333.095,18710
18.08.2025 18:16:00.000 GMT+0200,3333.135,3333.155,3332.265,3332.515,12570
18.08.2025 18:17:00.000 GMT+0200,3332.485,3332.485,3331.905,3332.115,12240
18.08.2025 18:18:00.000 GMT+0200,3332.095,3332.369,3331.815,3332.105,19930
18.08.2025 18:19:00.000 GMT+0200,3332.105,3332.605,3332.005,3332.265,13440
18.08.2025 18:20:00.000 GMT+0200,3332.245,3332.505,3331.705,3332.475,22210
18.08.2025 18:21:00.000 GMT+0200,3332.505,3332.785,3332.325,3332.535,11610
18.08.2025 18:22:00.000 GMT+0200,3332.505,3332.575,3332.165,3332.365,11010
18.08.2025 18:23:00.000 GMT+0200,3332.395,3332.845,3331.845,3331.955,18110
18.08.2025 18:24:00.000 GMT+0200,3331.955,3332.455,3331.755,3332.215,20350
18.08.2025 18:25:00.000 GMT+0200,3332.195,3332.465,3332.195,3332.445,38280
18.08.2025 18:26:00.000 GMT+0200,3332.495,3332.665,3332.095,3332.095,28180
18.08.2025 18:27:00.000 GMT+0200,3332.085,3332.465,3331.835,3332.445,30450
18.08.2025 18:28:00.000 GMT+0200,3332.455,3332.575,3332.195,3332.285,44150
18.08.2025 18:29:00.000 GMT+0200,3332.315,3332.345,3332.115,3332.245,37920
18.08.2025 18:30:00.000 GMT+0200,3332.275,3332.605,3332.235,3332.385,74420
18.08.2025 18:31:00.000 GMT+0200,3332.325,3332.855,3332.325,3332.655,55740
18.08.2025 18:32:00.000 GMT+0200,3332.648,3332.675,3332.235,3332.275,47720
18.08.2025 18:33:00.000 GMT+0200,3332.275,3332.279,3331.725,3331.725,58380
18.08.2025 18:34:00.000 GMT+0200,3331.635,3331.995,3331.608,3331.865,72240
18.08.2025 18:35:00.000 GMT+0200,3331.805,3332.795,3331.715,3332.675,41610
18.08.2025 18:36:00.000 GMT+0200,3332.695,3332.915,3332.345,3332.915,42720
18.08.2025 18:37:00.000 GMT+0200,3332.895,3333.335,3332.895,3333.295,25890
18.08.2025 18:38:00.000 GMT+0200,3333.315,3333.948,3333.315,3333.905,37980
18.08.2025 18:39:00.000 GMT+0200,3333.905,3334.465,3333.885,3334.248,56820
18.08.2025 18:40:00.000 GMT+0200,3334.248,3334.445,3333.665,3333.748,37980
18.08.2025 18:41:00.000 GMT+0200,3333.765,3333.765,3333.048,3333.075,38250
18.08.2025 18:42:00.000 GMT+0200,3333.148,3333.348,3332.948,3332.948,28890
18.08.2025 18:43:00.000 GMT+0200,3332.895,3333.448,3332.895,3333.148,14890
18.08.2025 18:44:00.000 GMT+0200,3333.065,3333.148,3332.398,3332.498,24710
18.08.2025 18:45:00.000 GMT+0200,3332.398,3332.898,3332.199,3332.395,35740
18.08.2025 18:46:00.000 GMT+0200,3332.365,3332.948,3332.365,3332.835,34360
18.08.2025 18:47:00.000 GMT+0200,3332.855,3332.865,3332.495,3332.825,54020
18.08.2025 18:48:00.000 GMT+0200,3332.825,3332.825,3332.345,3332.698,48920
18.08.2025 18:49:00.000 GMT+0200,3332.798,3333.119,3332.675,3332.875,38740
18.08.2025 18:50:00.000 GMT+0200,3332.865,3333.099,3332.725,3333.055,34620
18.08.2025 18:51:00.000 GMT+0200,3333.048,3333.798,3332.915,3333.798,43050
18.08.2025 18:52:00.000 GMT+0200,3333.695,3333.898,3333.545,3333.659,52870
18.08.2025 18:53:00.000 GMT+0200,3333.605,3334.198,3333.605,3334.098,59230
18.08.2025 18:54:00.000 GMT+0200,3334.115,3334.209,3333.715,3333.798,53010
18.08.2025 18:55:00.000 GMT+0200,3333.739,3334.048,3333.565,3333.965,28140
18.08.2025 18:56:00.000 GMT+0200,3333.989,3334.348,3333.598,3333.698,32010
18.08.2025 18:57:00.000 GMT+0200,3333.715,3333.998,3333.279,3333.398,42520
18.08.2025 18:58:00.000 GMT+0200,3333.398,3333.798,3333.335,3333.698,24240
18.08.2025 18:59:00.000 GMT+0200,3333.698,3334.298,3333.598,3334.098,42260
18.08.2025 19:00:00.000 GMT+0200,3334.115,3334.198,3333.699,3333.748,65650
18.08.2025 19:01:00.000 GMT+0200,3333.698,3333.798,3332.298,3332.298,37430
18.08.2025 19:02:00.000 GMT+0200,3332.315,3332.598,3331.608,3331.805,75520
18.08.2025 19:03:00.000 GMT+0200,3331.835,3331.898,3331.545,3331.655,46350
18.08.2025 19:04:00.000 GMT+0200,3331.615,3332.398,3331.615,3332.335,22800
18.08.2025 19:05:00.000 GMT+0200,3332.365,3332.398,3332.015,3332.325,21990
18.08.2025 19:06:00.000 GMT+0200,3332.325,3333.135,3332.295,3333.085,12030
18.08.2025 19:07:00.000 GMT+0200,3333.055,3333.375,3332.965,3333.375,22470
18.08.2025 19:08:00.000 GMT+0200,3333.445,3333.505,3332.929,3333.099,22090
18.08.2025 19:09:00.000 GMT+0200,3333.109,3333.398,3333.075,3333.098,29870
18.08.2025 19:10:00.000 GMT+0200,3333.129,3333.605,3333.098,3333.598,32860
18.08.2025 19:11:00.000 GMT+0200,3333.605,3333.798,3333.248,3333.348,24060
18.08.2025 19:12:00.000 GMT+0200,3333.295,3333.448,3333.165,3333.405,23430
18.08.2025 19:13:00.000 GMT+0200,3333.385,3333.385,3332.615,3332.715,53460
18.08.2025 19:14:00.000 GMT+0200,3332.805,3333.748,3332.705,3333.748,33570
18.08.2025 19:15:00.000 GMT+0200,3333.665,3333.848,3333.315,3333.345,20340
18.08.2025 19:16:00.000 GMT+0200,3333.325,3333.798,3333.225,3333.698,16590
18.08.2025 19:17:00.000 GMT+0200,3333.798,3333.998,3333.415,3333.698,17340
18.08.2025 19:18:00.000 GMT+0200,3333.598,3333.598,3333.025,3333.405,22170
18.08.2025 19:19:00.000 GMT+0200,3333.425,3333.605,3332.949,3332.998,35970
18.08.2025 19:20:00.000 GMT+0200,3333.015,3333.198,3332.415,3332.605,37720
18.08.2025 19:21:00.000 GMT+0200,3332.598,3333.398,3332.595,3333.198,20650
18.08.2025 19:22:00.000 GMT+0200,3333.298,3333.498,3333.048,3333.348,20030
18.08.2025 19:23:00.000 GMT+0200,3333.348,3333.348,3332.749,3332.998,37480
18.08.2025 19:24:00.000 GMT+0200,3332.998,3333.045,3332.098,3332.498,62170
18.08.2025 19:25:00.000 GMT+0200,3332.525,3332.735,3332.315,3332.448,41280
18.08.2025 19:26:00.000 GMT+0200,3332.395,3332.548,3332.149,3332.298,27420
18.08.2025 19:27:00.000 GMT+0200,3332.235,3332.865,3332.005,3332.765,37350
18.08.2025 19:28:00.000 GMT+0200,3332.815,3333.115,3332.245,3332.398,44340
18.08.2025 19:29:00.000 GMT+0200,3332.398,3332.455,3331.815,3332.398,39660
18.08.2025 19:30:00.000 GMT+0200,3332.398,3333.015,3332.298,3332.905,15720
18.08.2025 19:31:00.000 GMT+0200,3332.925,3333.245,3332.525,3332.525,22170
18.08.2025 19:32:00.000 GMT+0200,3332.548,3332.835,3332.535,3332.585,16380
